Tweet Id,Labels,Targets
1496743370001031174,Non-Hate,
1497900382131228678,Non-Hate,
1490228675798659073,Non-Hate,
1479771260901076994,Non-Hate,
1491779083956793344,Non-Hate,
1483773356189302786,Non-Hate,
1492778699175129088,Non-Hate,
1499783713562918913,Non-Hate,
1493439440940716032,Non-Hate,
1486390218366525440,Non-Hate,
1500413603924803584,Non-Hate,
1484433799039832067,Hate,Organisation
1481140867524345856,Non-Hate,
1485821921409536003,Non-Hate,
1491615446604283907,Non-Hate,
1492792797531111427,Non-Hate,
1478955358005518338,Non-Hate,
1483030718565732357,Non-Hate,
1489620346789822465,Non-Hate,
1491998372844437505,Non-Hate,
1495754630327791616,Non-Hate,
1485888058243309570,Hate,Individual
1500131997871919105,Non-Hate,
1486048111147773953,Non-Hate,
1483398514214584321,Non-Hate,
1500882598020616194,Non-Hate,
1495260128253480960,Non-Hate,
1479772792346140673,Non-Hate,
1501510487942766593,Non-Hate,
1489188724919386112,Non-Hate,
1494643329698467842,Non-Hate,
1489573074211016704,Non-Hate,
1497206323234361346,Non-Hate,
1480529801131683841,Non-Hate,
1487104189306081281,Non-Hate,
1480551793910239237,Non-Hate,
1491384424931684361,Non-Hate,
1497814711986909185,Non-Hate,
1480043659051425792,Hate,Individual
1493193146246868994,Non-Hate,
1500834599336828929,Non-Hate,
1491990376369901571,Non-Hate,
1486040054443409409,Non-Hate,
1484131070224535554,Non-Hate,
1501579077366341634,Non-Hate,
1498592334933491713,Non-Hate,
1491660172703387648,Non-Hate,
1493096036214075392,Non-Hate,
1486309134651650051,Non-Hate,
1497925686660861952,Non-Hate,
1489935858300035077,Non-Hate,
1479773268592660483,Non-Hate,
1494723584950149121,Non-Hate,
1496408691024834563,Non-Hate,
1494148438497574916,Non-Hate,
1492515087504273410,Non-Hate,
1493038421761486849,Non-Hate,
1491346173382524930,Non-Hate,
1492846246590963712,Non-Hate,
1482272328369471495,Hate,Individual
1489604795933478914,Non-Hate,
1496389309808607232,Non-Hate,
1497602672936898561,Non-Hate,
1484484923859767297,Non-Hate,
1496811699575275524,Non-Hate,
1491746112029732868,Non-Hate,
1495351624717725697,Non-Hate,
1493041352975990784,Non-Hate,
1500711974132350981,Non-Hate,
1491401745557524481,Non-Hate,
1490910503903719425,Non-Hate,
1470749123938684928,Non-Hate,
1496336399435730948,Non-Hate,
1497863366412742656,Non-Hate,
1479765118573375488,Non-Hate,
1480853306784108544,Non-Hate,
1500865773061177347,Non-Hate,
1487012796634075137,Non-Hate,
1493487094240792577,Non-Hate,
1491784015086379009,Non-Hate,
1487592514332680196,Non-Hate,
1492343792464429056,Non-Hate,
1479879255601287168,Non-Hate,
1496411458003177474,Non-Hate,
1493270686663512065,Non-Hate,
1489086245166727170,Non-Hate,
1492506306032267265,Non-Hate,
1500903455539351557,Non-Hate,
1493626460594384896,Non-Hate,
1484050385774194696,Non-Hate,
1495042192414371840,Non-Hate,
1491754130712326145,Non-Hate,
1485827399745159170,Non-Hate,
1501111611855347712,Non-Hate,
1491602969263239169,Non-Hate,
1499026975260037120,Non-Hate,
1494630156467830784,Non-Hate,
1485115401789132801,Non-Hate,
1491649374769737731,Non-Hate,
1484910474194190337,Non-Hate,
1501440915465850882,Non-Hate,
1484500093671718912,Non-Hate,
1490657905879633920,Non-Hate,
1489193176137011205,Non-Hate,
1495379477173456898,Non-Hate,
1488148687444672518,Non-Hate,
1497777765499629574,Non-Hate,
1479768151344619520,Non-Hate,
1500671891828527105,Non-Hate,
1480386414873223173,Non-Hate,
1494993036707008513,Non-Hate,
1497195373101604865,Non-Hate,
1489221236492505088,Non-Hate,
1480018758244593672,Non-Hate,
1484460173380841477,Non-Hate,
1486647430946844673,Non-Hate,
1494746651030073344,Hate,Individual
1483314778907029504,Non-Hate,
1484404399934152710,Non-Hate,
1492511424395943939,Non-Hate,
1500839354918645760,Non-Hate,
1491673424938565632,Non-Hate,
1479855820116426754,Non-Hate,
1483744875359404039,Non-Hate,
1497790575923269637,Non-Hate,
1496478133654294530,Non-Hate,
1500172676731572224,Non-Hate,
1481115754548580358,Non-Hate,
1485656950046081029,Hate,Individual
1487758743483957250,Non-Hate,
1501474014694281220,Non-Hate,
1498534359477153793,Non-Hate,
1495284274811252737,Non-Hate,
1490973541042651138,Non-Hate,
1480168273824022529,Non-Hate,
1486749869725286401,Non-Hate,
1491665943616888832,Non-Hate,
1501110534078349313,Non-Hate,
1500771990692638721,Non-Hate,
1488914170934284288,Non-Hate,
1488133944314789893,Non-Hate,
1485623764591472646,Non-Hate,
1481216117150470146,Non-Hate,
1496319352001691648,Non-Hate,
1501168754067001350,Non-Hate,
1479795432171577344,Non-Hate,
1493466845894279176,Non-Hate,
1501242265313812485,Non-Hate,
1500659109250895872,Non-Hate,
1492907961047339008,Non-Hate,
1479767093356613632,Non-Hate,
1484482387257921538,Non-Hate,
1487755338229026818,Non-Hate,
1501542127599501314,Non-Hate,
1484462627937873922,Non-Hate,
1484511991029198852,Non-Hate,
1489284979867586562,Non-Hate,
1484746308426493954,Non-Hate,
1487408680039776256,Non-Hate,
1486983697647779843,Non-Hate,
1495010043132997638,Hate,Community
1489523073544253442,Non-Hate,
1490200304465620992,Non-Hate,
1488141308350779392,Non-Hate,
1491772225719922688,Non-Hate,
1480839537567809536,Non-Hate,
1491652451094900737,Non-Hate,
1487808352277057538,Non-Hate,
1500848395409575938,Non-Hate,
1493059860711510017,Non-Hate,
1493146919820206080,Non-Hate,
1489262983133892612,Non-Hate,
1488049865749843969,Non-Hate,
1500796317244690434,Non-Hate,
1491623388296925184,Non-Hate,
1484015444474601475,Non-Hate,
1486208986534023170,Non-Hate,
1483149438029742080,Non-Hate,
1490405388260614144,Non-Hate,
1480228984973524994,Non-Hate,
1496549608398413833,Non-Hate,
1501606298588446720,Hate,Organisation
1490006848258584578,Non-Hate,
1499256939662168064,Non-Hate,
1493899975817764871,Non-Hate,
1493441429477097473,Non-Hate,
1500877093642829826,Non-Hate,
1497838247984394243,Non-Hate,
1489634205265186816,Non-Hate,
1489617903590592513,Non-Hate,
1486765982878089218,Non-Hate,
1488796009560002566,Non-Hate,
1459474656142905347,Non-Hate,
1487405159865270272,Non-Hate,
1499602779798577155,Non-Hate,
1487058923420995585,Non-Hate,
1488053034722926595,Non-Hate,
1494137517448183811,Non-Hate,
1499336477213589510,Non-Hate,
1486671852357316616,Hate,Community
1490890659364208644,Non-Hate,
1495702081960882184,Non-Hate,
1495799963967954946,Non-Hate,
1491984927373475847,Non-Hate,
1497063924621266948,Non-Hate,
1495243293919113220,Non-Hate,
1487412222343397379,Non-Hate,
1486348268271714304,Non-Hate,
1495568264222900224,Non-Hate,
1491108401400938497,Non-Hate,
1491347986886295554,Non-Hate,
1497910947410632709,Non-Hate,
1492906492143431682,Non-Hate,
1493792429727973376,Non-Hate,
1499584428070240257,Non-Hate,
1484397820513714176,Non-Hate,
1499255166192975874,Non-Hate,
1482280182711046144,Non-Hate,
1492146823980412940,Hate,Organisation
1491754438159003655,Non-Hate,
1495287335713271809,Non-Hate,
1495759765527760896,Non-Hate,
1492493925445402631,Non-Hate,
1492336278507233280,Non-Hate,
1489121785182257158,Non-Hate,
1492216350105735169,Non-Hate,
1496901726162800641,Non-Hate,
1463458746345013255,Non-Hate,
1491732893340602378,Hate,Organisation
1500819918685896706,Non-Hate,
1488860478273048579,Non-Hate,
1479765647781347329,Non-Hate,
1493102292580532224,Non-Hate,
1493095823626096640,Non-Hate,
1482999989463052291,Non-Hate,
1488525348077969411,Non-Hate,
1491392975095857154,Non-Hate,
1501467769313034240,Non-Hate,
1485216242910863360,Non-Hate,
1482637225943007234,Non-Hate,
1491584527780954112,Non-Hate,
1491662180567031809,Non-Hate,
1501508393462562817,Non-Hate,
1484781195842166785,Non-Hate,
1496318007177773056,Non-Hate,
1491989739053805575,Non-Hate,
1493109737964982272,Non-Hate,
1491380608928346121,Non-Hate,
1491037573388828677,Non-Hate,
1482287185185632256,Non-Hate,
1490584704575164418,Non-Hate,
1496098043145629701,Non-Hate,
1494730936528769031,Non-Hate,
1492156938569728002,Non-Hate,
1500680735057154051,Non-Hate,
1492742429346177029,Non-Hate,
1486741950493388802,Non-Hate,
1500885203577090048,Non-Hate,
1489255938011787269,Non-Hate,
1485533236113842176,Non-Hate,
1500086947808571394,Non-Hate,
1491681196522172418,Non-Hate,
1497889900808400900,Non-Hate,
1491044297323745284,Non-Hate,
1493144791294803969,Non-Hate,
1500456363998076929,Non-Hate,
1490977733299826689,Non-Hate,
1483105235967279104,Non-Hate,
1486666833016938497,Non-Hate,
1495948598349295617,Non-Hate,
1486368148181766146,Non-Hate,
1491624730855546885,Non-Hate,
1489518933657141250,Non-Hate,
1483136141423681537,Non-Hate,
1489817681343700992,Non-Hate,
1480006855581593600,Non-Hate,
1487081269145968651,Non-Hate,
1479054943881289729,Non-Hate,
1494554036041039873,Non-Hate,
1489910810553901060,Non-Hate,
1487081163990581252,Non-Hate,
1480776056898408452,Non-Hate,
1491850968484368384,Non-Hate,
1483840841995407368,Non-Hate,
1484095765740163073,Non-Hate,
1485657022268055552,Non-Hate,
1482765440191721472,Non-Hate,
1491986063870808067,Non-Hate,
1494561458251698176,Non-Hate,
1488036345012498434,Non-Hate,
1492048706396655618,Non-Hate,
1491973367695831040,Non-Hate,
1498368419271434240,Non-Hate,
1488198507924099072,Hate,Organisation
1500818106608132101,Non-Hate,
1488481433908056065,Non-Hate,
1497519926638112770,Non-Hate,
1484416837626785794,Non-Hate,
1484376778873339910,Hate,Organisation
1501471324975538179,Non-Hate,
1491328674553274369,Non-Hate,
1496021615213445123,Non-Hate,
1493209510411849737,Non-Hate,
1487049829880512517,Non-Hate,
1479803569079345155,Non-Hate,
1486329118757355527,Non-Hate,
1490696082925359108,Non-Hate,
1483298959036940288,Non-Hate,
1494996320381140993,Hate,Individual
1487722090606526465,Non-Hate,
1495426339033079813,Non-Hate,
1495310207328538624,Non-Hate,
1484184328385216513,Non-Hate,
1479804637548998657,Non-Hate,
1456965488848687109,Non-Hate,
1493796353943949314,Non-Hate,
1500783494787907586,Non-Hate,
1482282499195961344,Non-Hate,
1495778829750923266,Non-Hate,
1483139608879984640,Non-Hate,
1491682187883601922,Non-Hate,
1493244663167209474,Non-Hate,
1486163531846553601,Non-Hate,
1481209581229711370,Non-Hate,
1491623788152500227,Non-Hate,
1493218818201886726,Non-Hate,
1495271959596134402,Non-Hate,
1491076930556526602,Non-Hate,
1495757678294962177,Non-Hate,
1482270091056402432,Non-Hate,
1491688524701388802,Non-Hate,
1489196988537073668,Non-Hate,
1482921871599280130,Non-Hate,
1493103581066514432,Non-Hate,
1493524490147733506,Non-Hate,
1487783482114060292,Non-Hate,
1490974877381443592,Non-Hate,
1499074207107645441,Non-Hate,
1490898576720818177,Non-Hate,
1492560365661700101,Non-Hate,
1484007066331070464,Non-Hate,
1497577962480488448,Non-Hate,
1479740968274259968,Non-Hate,
1489591148372922371,Non-Hate,
1486001595393654788,Non-Hate,
1500647435391352832,Non-Hate,
1491754038651604995,Hate,Individual
1490008763864334339,Non-Hate,
1495959199926591488,Non-Hate,
1487036998267273216,Non-Hate,
1476744265116143619,Non-Hate,
1482670080677023744,Non-Hate,
1486928660271886338,Non-Hate,
1479845129141710856,Non-Hate,
1496308375000432643,Non-Hate,
1484130222966734848,Non-Hate,
1497410392384892928,Non-Hate,
1479865634989035524,Non-Hate,
1485605721156853768,Non-Hate,
1490373089531621378,Non-Hate,
1480459019835695104,Non-Hate,
1493185078163238918,Non-Hate,
1491997639705243649,Non-Hate,
1493099597837012994,Non-Hate,
1481623349210284032,Non-Hate,
1484799578121863173,Non-Hate,
1482697113595428865,Non-Hate,
1488204176383352832,Non-Hate,
1488831910809726984,Non-Hate,
1483664086072188929,Non-Hate,
1501527649121828866,Non-Hate,
1481120158320316417,Non-Hate,
1481944702694080513,Non-Hate,
1500892806251880450,Non-Hate,
1495267686624149504,Non-Hate,
1481478379224563712,Non-Hate,
1491597324887330816,Non-Hate,
1484232834378498048,Non-Hate,
1488363158594998273,Non-Hate,
1491656213729509376,Non-Hate,
1491458751659790336,Non-Hate,
1492108302087761921,Non-Hate,
1491430256737415170,Non-Hate,
1491645734533615620,Non-Hate,
1493025789113409538,Non-Hate,
1491619253115523077,Non-Hate,
1483066390663684098,Non-Hate,
1495675965519044610,Non-Hate,
1489587790979293190,Non-Hate,
1484551331117670401,Non-Hate,
1485601647279566848,Non-Hate,
1493026628737576966,Non-Hate,
1495317720383950853,Non-Hate,
1494346698608365571,Non-Hate,
1494012615643004928,Non-Hate,
1491644171718774784,Non-Hate,
1491629243587244034,Non-Hate,
1488856423367061505,Hate,Organisation
1492013385319600134,Non-Hate,
1480166028671737858,Non-Hate,
1489465447950917639,Non-Hate,
1492084875373182981,Hate,Organisation
1487414085591322626,Hate,Individual
1489822011555983361,Non-Hate,
1495193159462121472,Non-Hate,
1490611400238301190,Non-Hate,
1484413257977069572,Non-Hate,
1492150028894306308,Non-Hate,
1499219511291293699,Non-Hate,
1484905420561199105,Non-Hate,
1489944362662334468,Non-Hate,
1487761201169932290,Non-Hate,
1479768197779787778,Non-Hate,
1501598274133712896,Non-Hate,
1491684469186564100,Non-Hate,
1481978179132981250,Non-Hate,
1500802829489156096,Non-Hate,
1484130923742633985,Non-Hate,
1497569404896243715,Non-Hate,
1499353723956789248,Non-Hate,
1500788179980677120,Non-Hate,
1495639547946106882,Non-Hate,
1491434014389202944,Non-Hate,
1501221258783981568,Non-Hate,
1501406662644568068,Non-Hate,
1484080069215911937,Non-Hate,
1493060650037243905,Non-Hate,
1495696202356396033,Non-Hate,
1493797899389800452,Non-Hate,
1482769581655851013,Non-Hate,
1493525842466459651,Non-Hate,
1490253339757793287,Hate,Individual
1496348012582514690,Non-Hate,
1498141927132123139,Non-Hate,
1489380544890687491,Hate,Community
1479783396389769216,Non-Hate,
1491716964967845888,Non-Hate,
1484429340603527169,Non-Hate,
1490592276065579013,Non-Hate,
1497205124317720577,Non-Hate,
1497185334966484992,Non-Hate,
1482614246072459266,Non-Hate,
1495430991439343616,Non-Hate,
1483283032148955136,Non-Hate,
1491770052596887553,Non-Hate,
1492793517374337030,Non-Hate,
1489991555327098881,Non-Hate,
1499395528777338885,Non-Hate,
1491674863404126211,Non-Hate,
1490582004232069125,Non-Hate,
1487740231134883845,Non-Hate,
1500711224035917827,Non-Hate,
1483763962835771392,Non-Hate,
1485675775005278217,Non-Hate,
1485622078753902594,Non-Hate,
1500708413570830338,Non-Hate,
1479805096326217729,Non-Hate,
1478246364752478208,Non-Hate,
1485162301208645633,Hate,Individual
1488008630175961088,Non-Hate,
1483283640272695299,Non-Hate,
1482556441626316803,Non-Hate,
1494123827672272896,Non-Hate,
1492702785758167040,Non-Hate,
1483018096059191299,Non-Hate,
1500695397718962176,Non-Hate,
1488170204731379715,Non-Hate,
1490735669588619265,Non-Hate,
1491623094141607939,Non-Hate,
1491641812049883138,Non-Hate,
1496315488519192576,Non-Hate,
1496430035913551872,Non-Hate,
1489640436495175680,Non-Hate,
1479819372575084545,Non-Hate,
1500652501250412551,Non-Hate,
1488123832506683395,Non-Hate,
1482934530025869313,Hate,Organisation
1501035347945287685,Non-Hate,
1.49E+18,Non-Hate,
1483038303767384064,Non-Hate,
1489195758519603202,Hate,Individual
1490008975068504066,Non-Hate,
1485254676245544960,Non-Hate,
1490293051625193473,Non-Hate,
1480512356257964038,Non-Hate,
1492766674658873344,Non-Hate,
1491611059316158466,Non-Hate,
1490307684003770369,Non-Hate,
1498836029633036290,Non-Hate,
1487082658563702786,Non-Hate,
1493030299709566977,Non-Hate,
1491711060423823360,Non-Hate,
1493972537868316677,Non-Hate,
1488511157573144577,Non-Hate,
1484116212041007104,Non-Hate,
1493903915900833795,Non-Hate,
1501615051375280129,Non-Hate,
1501545425995632641,Non-Hate,
1491088447221555200,Non-Hate,
1487031045887184897,Non-Hate,
1481947076145840128,Non-Hate,
1501262211976626177,Non-Hate,
1482588556485087233,Non-Hate,
1487324965221265410,Non-Hate,
1495045857430757382,Non-Hate,
1482745294609870850,Non-Hate,
1495424665317101568,Non-Hate,
1481628126799364097,Non-Hate,
1479781962713686021,Non-Hate,
1490207884294057986,Non-Hate,
1490886422550945797,Non-Hate,
1479762411552837635,Non-Hate,
1495972245336109057,Non-Hate,
1494661887165829122,Non-Hate,
1493195882958835717,Non-Hate,
1501559867852554252,Non-Hate,
1483831801139597317,Non-Hate,
1494202355654750210,Non-Hate,
1493081938223316992,Non-Hate,
1494969896635371522,Non-Hate,
1493958423716630528,Non-Hate,
1491401889853759489,Non-Hate,
1488731160121585665,Non-Hate,
1479764169255636992,Non-Hate,
1496668571271065601,Non-Hate,
1489255533538263058,Non-Hate,
1499664846509740034,Non-Hate,
1489804089299173378,Non-Hate,
1500786460089217024,Non-Hate,
1479763345288749056,Non-Hate,
1497900605305602048,Non-Hate,
1493252025689456642,Non-Hate,
1484518411845902342,Non-Hate,
1500050182872133633,Non-Hate,
1496842446999007239,Non-Hate,
1486733403391086612,Non-Hate,
1460653632198565892,Non-Hate,
1486928972906905600,Non-Hate,
1489253179850358784,Non-Hate,
1491817298981797899,Non-Hate,
1491676068134064136,Non-Hate,
1501625634485055488,Non-Hate,
1493659124747616257,Non-Hate,
1485473686257758208,Non-Hate,
1500914661008371712,Non-Hate,
1497921732321382403,Non-Hate,
1485644062468505603,Non-Hate,
1500820813846827008,Non-Hate,
1488883564837957634,Non-Hate,
1493123381759463425,Non-Hate,
1501503057896431621,Non-Hate,
1479765058552954884,Non-Hate,
1485934317532749825,Non-Hate,
1484505800811085829,Non-Hate,
1501650529734119429,Non-Hate,
1479765970520395781,Non-Hate,
1484932732140789761,Non-Hate,
1479766815647485952,Non-Hate,
1491974740818366465,Non-Hate,
1479638051190042626,Non-Hate,
1487739043186032640,Non-Hate,
1499768274158239744,Non-Hate,
1483754764869402626,Non-Hate,
1496439516407943168,Non-Hate,
1492471866237218817,Non-Hate,
1481622667510038533,Non-Hate,
1476548343828418565,Non-Hate,
1494957028615528451,Non-Hate,
1480743771352584199,Non-Hate,
1493974808861679622,Non-Hate,
1495806007465091072,Non-Hate,
1491762466983841792,Non-Hate,
1491014808056958977,Non-Hate,
1479787707609931780,Non-Hate,
1494518190050660359,Non-Hate,
1491822616994193413,Non-Hate,
1500482106912215041,Non-Hate,
1480089129509478401,Non-Hate,
1480927557155528711,Non-Hate,
1493163261042122755,Non-Hate,
1469734802177724416,Non-Hate,
1489207076748337156,Hate,Organisation
1491690008381517826,Non-Hate,
1494218451388616704,Hate,Organisation
1499306907407769601,Non-Hate,
1488875797179817985,Non-Hate,
1499802925450739714,Non-Hate,
1497183976569864192,Non-Hate,
1488828079602495489,Non-Hate,
1477921515316203521,Non-Hate,
1483790168662605825,Non-Hate,
1482768868737417216,Non-Hate,
1497782334610804738,Hate,Organisation
1492838997110161409,Non-Hate,
1482653431521185794,Non-Hate,
1492412216380821506,Non-Hate,
1491642902983811076,Non-Hate,
1494998596181426182,Non-Hate,
1489483104620527616,Non-Hate,
1485643466382397440,Non-Hate,
1491465401737175042,Non-Hate,
1498355735499255810,Non-Hate,
1497778144946057217,Non-Hate,
1482689897102475271,Non-Hate,
1491740576361811968,Hate,Organisation
1492103474548396032,Non-Hate,
1489605578968104960,Non-Hate,
1499314775448514561,Non-Hate,
1496353325683736578,Non-Hate,
1479770732833820673,Non-Hate,
1488852837035511814,Non-Hate,
1491652500780625920,Non-Hate,
1483316500836790277,Hate,Individual
1498981557012365315,Non-Hate,
1489276547634954242,Non-Hate,
1484518108450942984,Non-Hate,
1496505561818755072,Non-Hate,
1479795900444659716,Non-Hate,
1501474017672597504,Non-Hate,
1479836735185960960,Non-Hate,
1479768306382872577,Non-Hate,
1494715578585468929,Non-Hate,
1487748466344628226,Hate,Organisation
1486525740489199620,Hate,Individual
1491444544209973249,Non-Hate,
1494909441983987713,Non-Hate,
1486608408107098114,Non-Hate,
1491645031018823683,Non-Hate,
1495416940072153090,Non-Hate,
1496038878339543040,Non-Hate,
1485936190784249861,Non-Hate,
1485199757199175682,Non-Hate,
1491436667210985473,Non-Hate,
1492387547284066304,Non-Hate,
1491434389191888897,Non-Hate,
1494537987237249024,Non-Hate,
1479777976363323394,Non-Hate,
1501581323835613187,Non-Hate,
1492334598461657089,Non-Hate,
1491759446275485698,Hate,Individual
1490604300137267200,Hate,Organisation
1484526650692108289,Non-Hate,
1491730412540145665,Non-Hate,
1494886206618083329,Non-Hate,
1477562557292494851,Non-Hate,
1483416167478095874,Non-Hate,
1487618610852167681,Non-Hate,
1490754683077595141,Non-Hate,
1500659871578214402,Non-Hate,
1493105222683881473,Non-Hate,
1491647488595349505,Non-Hate,
1501176762604355586,Non-Hate,
1500681907063115777,Non-Hate,
1497779736629551107,Non-Hate,
1495251123174731776,Non-Hate,
1491595696822120448,Non-Hate,
1481968946526179330,Non-Hate,
1485584880763572238,Non-Hate,
1479750001974644736,Non-Hate,
1495326208132726787,Non-Hate,
1483736727412178944,Non-Hate,
1479761665142841349,Non-Hate,
1483770624502022145,Non-Hate,
1490316304720359428,Non-Hate,
1499260730570252292,Non-Hate,
1485919693026525185,Non-Hate,
1491624650643685378,Non-Hate,
1491461559360524290,Non-Hate,
1493576355388157953,Non-Hate,
1490940204055953412,Non-Hate,
1493037946110607360,Non-Hate,
1484030991383822339,Non-Hate,
1482338823841652739,Non-Hate,
1479874206456107008,Non-Hate,
1495012934665539585,Non-Hate,
1482625047131201543,Non-Hate,
1493510126212247552,Hate,Individual
1462376029918404611,Non-Hate,
1487306536041041922,Non-Hate,
1491389869591261192,Non-Hate,
1501583433423720453,Non-Hate,
1496005683371819009,Non-Hate,
1496089016021958656,Non-Hate,
1499962175741632513,Non-Hate,
1489184472247373833,Non-Hate,
1494303271783043072,Non-Hate,
1493203242120990721,Non-Hate,
1483750003373793282,Non-Hate,
1491702388964868096,Non-Hate,
1492057850092339202,Non-Hate,
1489552644272238594,Hate,Individual
1498953521520996352,Non-Hate,
1489593823160565762,Non-Hate,
1499183323268231185,Non-Hate,
1491733510067220481,Non-Hate,
1501207251184685061,Non-Hate,
1491362281367928832,Non-Hate,
1474672343108571138,Non-Hate,
1496473461547745283,Non-Hate,
1485149387789844480,Non-Hate,
1491671166955655168,Non-Hate,
1498872294298423300,Non-Hate,
1495295873441431553,Non-Hate,
1501230438160891908,Non-Hate,
1485596686567485440,Non-Hate,
1500456045877293056,Non-Hate,
1488089933017653248,Non-Hate,
1479764498974068742,Non-Hate,
1491610962658734082,Non-Hate,
1490254332234592256,Non-Hate,
1487068011081060354,Non-Hate,
1483817637163696128,Non-Hate,
1489258228034977792,Non-Hate,
1491417690296438785,Non-Hate,
1491659257195810817,Non-Hate,
1489245739158949890,Non-Hate,
1487764350886580227,Non-Hate,
1496056788348719105,Non-Hate,
1489445226196258817,Non-Hate,
1494499410465615873,Non-Hate,
1495000253074141184,Non-Hate,
1487338864113229825,Non-Hate,
1493943208497147907,Non-Hate,
1488194573197197313,Non-Hate,
1483382492476604418,Non-Hate,
1490585600612732936,Non-Hate,
1491686281147187205,Non-Hate,
1484777518918152192,Non-Hate,
1491380714637389826,Non-Hate,
1495257675147661312,Non-Hate,
1494247676388737025,Non-Hate,
1496467883353849857,Non-Hate,
1484516830366822405,Non-Hate,
1491000106170028032,Non-Hate,
1497881228212461571,Non-Hate,
1493138097134977026,Non-Hate,
1495263769915965442,Non-Hate,
1490723857866510341,Non-Hate,
1483833042397704192,Non-Hate,
1491298917874823171,Non-Hate,
1491604722821652482,Non-Hate,
1488886171975495689,Non-Hate,
1483356786002632705,Non-Hate,
1499258323618578441,Non-Hate,
1491661053469818880,Non-Hate,
1498505451541233670,Non-Hate,
1496478100775141380,Non-Hate,
1497915649049317376,Non-Hate,
1496778054730874880,Non-Hate,
1490939985385914372,Non-Hate,
1484743989098020866,Non-Hate,
